,question,answer,label,explanation
2347,"Jenny wants to sell some girl scout cookies and has the choice of two neighborhoods to visit.  Neighborhood A has 10 homes which each will buy 2 boxes of cookies.  Neighborhood B has 5 homes, each of which will buy 5 boxes of cookies.  Assuming each box of cookies costs $2, how much will Jenny make at the better choice of the two neighborhoods?","First, we need to determine which neighborhood is the better choice by comparing the number of boxes sold. A has 10 houses which will buy 2 boxes each, meaning A will give Jenny 10*2=<<10*2=20>>20 box sales
Neighborhood B has 5 homes which will each buy 5 boxes, meaning she will sell 5*5=<<5*5=25>>25 boxes by going to that neighborhood.
Since 25>20, this means Jenny should choose neighborhood B.
Since Jenny earns $2 per box sold, this means she will earn 25*2=<<25*2=50>>50 dollars by choosing neighborhood B.
#### 50",50,"First, we need to determine which neighborhood is the better choice by comparing the number of boxes sold. A has 10 houses which will buy 2 boxes each, meaning A will give Jenny 10*2=<<10*2=20>>20 box sales
Neighborhood B has 5 homes which will each buy 5 boxes, meaning she will sell 5*5=<<5*5=25>>25 boxes by going to that neighborhood.
Since 25>20, this means Jenny should choose neighborhood B.
Since Jenny earns $2 per box sold, this means she will earn 25*2=<<25*2=50>>50 dollars by choosing neighborhood B.
"
2348,"Every time Janet folds her blanket its thickness doubles. If it starts out 3 inches thick, how thick will it be after 4 foldings?","First find how thick the blanket will be after 1 folding: 3 inches * 2 = <<3*2=6>>6 inches
Then find how thick the blanket will be after 2 foldings: 6 inches * 2 = <<6*2=12>>12 inches
Then find how thick the blanket will be after 3 foldings: 12 inches * 2 = <<12*2=24>>24 inches
Then find how thick the blanket will be after 4 foldings: 24 inches * 2 = <<24*2=48>>48 inches
#### 48",48,"First find how thick the blanket will be after 1 folding: 3 inches * 2 = <<3*2=6>>6 inches
Then find how thick the blanket will be after 2 foldings: 6 inches * 2 = <<6*2=12>>12 inches
Then find how thick the blanket will be after 3 foldings: 12 inches * 2 = <<12*2=24>>24 inches
Then find how thick the blanket will be after 4 foldings: 24 inches * 2 = <<24*2=48>>48 inches
"
2349,"In Henry's collection of music CDs, he has 3 more country CDs than rock CDs but twice as many rock CDs as classical CDs. If he has 23 country CDs, how many classical CDs make up his collection?","Henry has 23-3=<<23-3=20>>20 rock CDs.
Henry has 20/2=<<20/2=10>>10 classical CDs.
#### 10",10,"Henry has 23-3=<<23-3=20>>20 rock CDs.
Henry has 20/2=<<20/2=10>>10 classical CDs.
"
2350,"At a convention, 16 of 36 delegates arrived with pre-printed name badges. Half of the remaining delegates made their own, hand-written name badges. How many delegates were not wearing name badges?","There were 36-16=<<36-16=20>>20 without pre-printed name badges.
Then 20/2=<<20/2=10>>10 made hand-written badges
There were 20-10=<<20-10=10>>10 with no name badge.
#### 10",10,"There were 36-16=<<36-16=20>>20 without pre-printed name badges.
Then 20/2=<<20/2=10>>10 made hand-written badges
There were 20-10=<<20-10=10>>10 with no name badge.
"
2351,"Anderson makes mud masks for spa treatments. In every batch of mud that he mixes, he adds three sprigs of mint, and he adds two green tea leaves for every sprig of mint. He had to switch to a different kind of mud, which makes the other ingredients he adds half as effective. How many green tea leaves should Anderson add to a new batch of mud to get the same efficacy as before?","Anderson adds 3 * 2 = <<3*2=6>>6 green tea leaves in every batch of mud.
They are half as effective in the new mud, so Anderson should ad 6 * 2 = <<6*2=12>>12 green tea leaves to get the same efficacy as before.
#### 12",12,"Anderson adds 3 * 2 = <<3*2=6>>6 green tea leaves in every batch of mud.
They are half as effective in the new mud, so Anderson should ad 6 * 2 = <<6*2=12>>12 green tea leaves to get the same efficacy as before.
"
2352,"Mark is filling a punch bowl that can hold 16 gallons of punch. He fills it part way, then his cousin comes along and drinks half the punch in the bowl. Mark starts to refill the bowl and adds 4 more gallons, but then his friend Sally comes in and drinks 2 more gallons of punch. After that, Mark has to add 12 gallons of punch to completely fill the bowl. How much punch did Mark initially add to the bowl?","First, figure out how much punch was left in the bowl before Mark refilled it by subtracting the 12 gallons he added from the bowl's total capacity: 16 - 12 = <<16-12=4>>4 gallons
Next, figure out how much punch was in the bowl before Sally came along: 4 + 2 = <<4+2=6>>6 gallons.
Next, figure out how much punch was in the bowl before Mark started to refill it: 6 - 4 = <<6-4=2>>2 gallons
Finally, multiply that amount by 2 to find out how much punch there was before the cousin drank half: 2 * 2 = <<4=4>>4 gallons
#### 4",4,"First, figure out how much punch was left in the bowl before Mark refilled it by subtracting the 12 gallons he added from the bowl's total capacity: 16 - 12 = <<16-12=4>>4 gallons
Next, figure out how much punch was in the bowl before Sally came along: 4 + 2 = <<4+2=6>>6 gallons.
Next, figure out how much punch was in the bowl before Mark started to refill it: 6 - 4 = <<6-4=2>>2 gallons
Finally, multiply that amount by 2 to find out how much punch there was before the cousin drank half: 2 * 2 = <<4=4>>4 gallons
"
2353,7 out of 40 people in a cafeteria are wearing checkered shirts. The rest of the people are wearing vertical stripes and horizontal stripes. The number of people wearing horizontal stripes is 4 times as many as the people wearing checkered shirts. How many people are wearing vertical stripes?,"40 people - 7 people = <<40-7=33>>33 people are wearing stripes.
The number of people wearing horizontal stripes is 4 horizontal stripes/checkered shirt x 7 checkered shirts = <<4*7=28>>28 horizontal stripes
The number of people wearing vertical stripes is 33 total stripes - 28 horizontal stripes = <<33-28=5>>5 vertical stripes
#### 5",5,"40 people - 7 people = <<40-7=33>>33 people are wearing stripes.
The number of people wearing horizontal stripes is 4 horizontal stripes/checkered shirt x 7 checkered shirts = <<4*7=28>>28 horizontal stripes
The number of people wearing vertical stripes is 33 total stripes - 28 horizontal stripes = <<33-28=5>>5 vertical stripes
"
2354,"Adam has an orchard. Every day for 30 days he picks 4 apples from his orchard. After a month, Adam has collected all the remaining apples, which were 230. How many apples in total has Adam collected from his orchard?","During 30 days Adam picked 4 * 30 = <<4*30=120>>120 apples.
So in total with all the remaining apples, he picked 120 + 230 = <<120+230=350>>350 apples from his orchard.
#### 350",350,"During 30 days Adam picked 4 * 30 = <<4*30=120>>120 apples.
So in total with all the remaining apples, he picked 120 + 230 = <<120+230=350>>350 apples from his orchard.
"
2355,"There are twenty-two people in a waiting room. If three more people arrive, the number of people in the waiting room becomes five times the number of people inside the interview room. How many people are in the interview room?","There are twenty-two people in a waiting room, and if three more people arrive, the number increases to 22+3=<<22+3=25>>25
If three more people arrive, the number of people in the waiting room becomes five times the number of people that are inside the interview room, meaning there are 25/5=5 people inside the interview room
#### 5",5,"There are twenty-two people in a waiting room, and if three more people arrive, the number increases to 22+3=<<22+3=25>>25
If three more people arrive, the number of people in the waiting room becomes five times the number of people that are inside the interview room, meaning there are 25/5=5 people inside the interview room
"
2356,"Sue and her sister buy a $2,100 car.  They agree to split the cost based on the percentage of days use.  Sue's sister will drive the car 4 days a week and Sue will get the rest of the days.  How much does Sue have to pay?","Sue will drive 7-4=<<7-4=3>>3 days a week
So she will pay 2100*3/7=$<<2100*3/7=900>>900
#### 900",900,"Sue will drive 7-4=<<7-4=3>>3 days a week
So she will pay 2100*3/7=$<<2100*3/7=900>>900
"
2357,"At a flea market, Hillary sells handmade crafts for 12 dollars per craft. Today, Hillary sells 3 crafts and is given an extra 7 dollars from an appreciative customer. Later on, Hillary deposits 18 dollars from today's profits into her bank account. How many dollars is Hillary left with after making the deposit?","Hillary sells 3 crafts for 12 dollars each, for a total of 3 crafts * $12/craft = $<<3*12=36>>36
She receives an extra 7 dollars from a customer, increasing the total to $36 + $7 = $<<36+7=43>>43
She then deposits 18 dollars in the bank, leaving her with $43 - $18 = $25
#### 25",25,"Hillary sells 3 crafts for 12 dollars each, for a total of 3 crafts * $12/craft = $<<3*12=36>>36
She receives an extra 7 dollars from a customer, increasing the total to $36 + $7 = $<<36+7=43>>43
She then deposits 18 dollars in the bank, leaving her with $43 - $18 = $25
"
2358,Matt orders 15 pounds of beef.  He cuts that into 12-ounce steaks.  How many steaks does he get?,"He buys 15*16=<<15*16=240>>240 ounces of steak
That means he buys 240/12=<<240/12=20>>20 steaks
#### 20",20,"He buys 15*16=<<15*16=240>>240 ounces of steak
That means he buys 240/12=<<240/12=20>>20 steaks
"
2359,"The cost of Joe's new HVAC system is $20,000.  It includes 2 conditioning zones, each with 5 vents.  In dollars, what is the cost of the system per vent?","Two zones with 5 vents per zone is 2*5=<<2*5=10>>10 vents.
Thus, the $20,000 system costs $20,000/10 = $<<20000/10=2000>>2,000 per vent.
#### 2,000",2000,"Two zones with 5 vents per zone is 2*5=<<2*5=10>>10 vents.
Thus, the $20,000 system costs $20,000/10 = $<<20000/10=2000>>2,000 per vent.
"
2360,"Joan is preparing sandwiches for a family potluck. She decides to make ham sandwiches and grilled cheese sandwiches. One ham sandwich requires 2 slices of cheese, and one grilled cheese sandwich requires 3 slices of cheese. She uses a total of 50 slices of cheese to make the sandwiches. If she makes 10 ham sandwiches, how many grilled cheese sandwiches does she make?","The number of cheese slices used to make the ham sandwiches is 10 * 2 = <<10*2=20>>20 cheese slices.
The number of cheese slices used to make the grilled cheese sandwiches is 50 - 20 = <<50-20=30>>30 cheese slices.
The number of grilled cheese sandwiches she makes is 30 / 3 = <<30/3=10>>10 grilled cheese sandwiches.
#### 10",10,"The number of cheese slices used to make the ham sandwiches is 10 * 2 = <<10*2=20>>20 cheese slices.
The number of cheese slices used to make the grilled cheese sandwiches is 50 - 20 = <<50-20=30>>30 cheese slices.
The number of grilled cheese sandwiches she makes is 30 / 3 = <<30/3=10>>10 grilled cheese sandwiches.
"
2361,Jackson buys a computer game for $66 and three movie tickets for $12 each. How much did he spend on entertainment total?,"First find the total amount of money Jackson spent on movie tickets: 3 tickets * $12/ticket = $<<3*12=36>>36
Then add the amount he spent on the video game: $36 + $66 = $<<36+66=102>>102
#### 102",102,"First find the total amount of money Jackson spent on movie tickets: 3 tickets * $12/ticket = $<<3*12=36>>36
Then add the amount he spent on the video game: $36 + $66 = $<<36+66=102>>102
"
2362,"Calvin buys a pack of chips, for $0.50, from the vending machine at lunch, 5 days a week. After 4 weeks, how much money has Calvin spent on chips?","The chips cost $0.50 a bag and he buys them 5 days a week so that's .50*5 = $<<0.50*5=2.50>>2.50 a week
If he spends $2.50 on chips a week then over 4 weeks he will spend 2.50*4 = $<<2.50*4=10.00>>10.00 on chips
#### 10",10,"The chips cost $0.50 a bag and he buys them 5 days a week so that's .50*5 = $<<0.50*5=2.50>>2.50 a week
If he spends $2.50 on chips a week then over 4 weeks he will spend 2.50*4 = $<<2.50*4=10.00>>10.00 on chips
"
2363,"Rachel is writing an essay.  She writes 1 page every 30 minutes.  She spends 45 minutes researching the topic.  She writes a total of 6 pages.  Then she spends 75 minutes editing her essay.  Altogether, how many hours did she spend completing the essay?","She spends this long researching and editing her essay 45 min + 75 min = <<45+75=120>>120 min.
Converting the minutes to hours for researching and editing is 120 / 60 = <<120/60=2>>2 hours.
She spends this long writing the essay 6 x 30 min = <<6*30=180>>180 min.
Converting the minutes to hours for writing the essay is 180 / 60 = <<180/60=3>>3 hours.
The total hours Rachel spends completing the essay is 2 + 3 = <<2+3=5>>5 hours.
#### 5",5,"She spends this long researching and editing her essay 45 min + 75 min = <<45+75=120>>120 min.
Converting the minutes to hours for researching and editing is 120 / 60 = <<120/60=2>>2 hours.
She spends this long writing the essay 6 x 30 min = <<6*30=180>>180 min.
Converting the minutes to hours for writing the essay is 180 / 60 = <<180/60=3>>3 hours.
The total hours Rachel spends completing the essay is 2 + 3 = <<2+3=5>>5 hours.
"
2364,A box of ice cream bars costs $7.50 and contains three bars.  6 friends want to each eat 2 bars.  How much money will that require per person?,"If 6 friends each want 2 bars, that's 6 friends * 2 bars = <<6*2=12>>12 bars needed.
Each box contains 3 bars, so 12 bars / 3 bars per box = <<12/3=4>>4 boxes needed.
A box is $7, so 4 boxes * $7.50 = $<<4*7.5=30>>30.
There are 6 friends so $30 / 6 friends = $<<30/6=5>>5 per person.
#### 5",5,"If 6 friends each want 2 bars, that's 6 friends * 2 bars = <<6*2=12>>12 bars needed.
Each box contains 3 bars, so 12 bars / 3 bars per box = <<12/3=4>>4 boxes needed.
A box is $7, so 4 boxes * $7.50 = $<<4*7.5=30>>30.
There are 6 friends so $30 / 6 friends = $<<30/6=5>>5 per person.
"
2365,"Biff is getting ready for a long bus trip. He spends $11 on the ticket, $3 on drinks and snacks, and $16 on a new pair of headphones to listen to music. Biff plans to do online tasks using the bus's WiFi during his trip. If Biff makes $12/hour working online and has to pay $2/hour to access the bus's WiFi, how many hours long will the bus ride need to be for him to break even?","First calculate how much money Biff spent getting ready for the trip: $11 + $3 + $16 = $<<11+3+16=30>>30
Now calculate Bill's net income per hour after he pays for WiFi by subtracting the WiFi cost from his gross hourly rate: $12/hr - $2/hr = $<<12-2=10>>10/hr
Finally, divide the money Bill spent by his net hourly rate to find out how many hours he has to work to break even: $30 / $10/hr = <<30/10=3>>3 hours
#### 3",3,"First calculate how much money Biff spent getting ready for the trip: $11 + $3 + $16 = $<<11+3+16=30>>30
Now calculate Bill's net income per hour after he pays for WiFi by subtracting the WiFi cost from his gross hourly rate: $12/hr - $2/hr = $<<12-2=10>>10/hr
Finally, divide the money Bill spent by his net hourly rate to find out how many hours he has to work to break even: $30 / $10/hr = <<30/10=3>>3 hours
"
